date,OPC_KN_T_ist_Z3_K02,OPC_KN_T_ist_Z1_K02,OPC_KN_T_ist_Z2_K02,OPC_V_voronka_K02,OPC_V_shnek_K02,OT
2020-10-20 09:47:22,139.7,65.0,135.7,12.46,98.85,35.879
2020-10-20 09:47:53,139.9,65.0,135.8,12.448,97.8,35.859
2020-10-20 09:48:22,139.9,65.0,135.9,12.508,98.64,35.852
2020-10-20 09:48:52,139.9,65.0,135.9,12.502,97.05,35.846
2020-10-20 09:49:23,139.9,65.0,135.9,12.502,99.27,35.884
2020-10-20 09:49:53,140.0,65.0,136.0,12.514,99.18,35.935
2020-10-20 09:50:23,140.0,64.9,136.0,12.416,97.77,35.896
2020-10-20 09:50:53,140.0,64.9,136.0,12.508,99.42,35.785
2020-10-20 09:51:23,140.0,64.9,136.0,12.489,98.22,35.841
2020-10-20 09:51:53,140.1,64.9,136.0,12.54,98.28,35.81
2020-10-20 09:52:23,140.1,65.0,136.1,12.346,97.92,35.811
2020-10-20 09:52:53,140.1,65.0,136.2,12.533,98.52,35.882
2020-10-20 09:53:24,140.3,65.0,136.3,12.391,97.89,35.83
2020-10-20 09:53:54,140.3,65.1,136.4,12.359,98.88,35.922
2020-10-20 09:54:24,140.3,65.1,136.5,12.46,98.61,35.978
2020-10-20 09:54:54,140.2,65.1,136.5,12.353,98.94,36.015
2020-10-20 09:55:24,140.2,65.1,136.5,12.397,99.24,35.992
2020-10-20 09:55:54,140.3,65.0,136.5,12.397,96.96,35.902
2020-10-20 09:56:24,140.3,65.0,136.5,12.429,97.74,35.847
2020-10-20 09:56:55,140.4,65.0,136.5,12.489,97.86,35.805
2020-10-20 09:57:25,140.4,65.0,136.5,12.359,98.16,5.195
2020-10-20 09:57:55,140.5,65.0,136.5,12.448,97.53,23.273
2020-10-20 09:58:25,140.5,65.0,136.5,12.508,98.94,28.719
2020-10-20 09:58:55,140.5,65.0,136.5,12.454,98.76,26.23
2020-10-20 09:59:25,140.5,65.0,136.5,12.467,97.38,25.086
2020-10-20 09:59:55,140.5,65.0,136.6,12.502,97.02,26.054
2020-10-20 10:00:26,140.5,65.0,136.6,12.489,97.17,27.905
2020-10-20 10:00:56,140.5,65.0,136.6,12.546,98.49,29.118
2020-10-20 10:01:26,140.6,65.0,136.6,12.559,97.77,29.576
2020-10-20 10:01:56,140.6,65.0,136.7,12.502,99.24,29.94
2020-10-20 10:02:26,140.6,65.0,136.7,12.467,98.01,30.221
2020-10-20 10:02:56,140.5,65.0,136.7,12.591,96.9,31.15
2020-10-20 10:03:27,140.5,65.0,136.7,12.46,97.68,31.469
2020-10-20 10:03:57,140.5,65.1,136.8,12.546,97.14,31.553
2020-10-20 10:04:27,140.5,65.1,136.8,12.533,97.38,31.607
2020-10-20 10:04:57,140.5,65.1,136.8,12.308,99.06,31.588
2020-10-20 10:05:27,140.5,65.1,136.9,12.276,98.79,31.787
2020-10-20 10:05:57,140.5,65.1,137.0,12.248,99.36,32.082
2020-10-20 10:06:27,140.5,65.1,136.9,12.333,98.34,32.164
2020-10-20 10:06:57,140.5,65.1,136.9,12.353,98.1,32.25
2020-10-20 10:07:27,140.5,65.0,136.8,12.248,99.39,32.453
2020-10-20 10:07:58,140.4,65.0,136.8,12.327,97.89,33.222
2020-10-20 10:08:28,140.4,65.0,136.7,12.283,96.84,33.568
2020-10-20 10:08:58,140.4,65.0,136.7,12.295,99.06,33.558
2020-10-20 10:09:28,140.4,64.9,136.6,12.229,96.87,33.668
2020-10-20 10:09:58,140.3,64.9,136.5,12.222,98.52,33.66
2020-10-20 10:10:28,140.3,64.9,136.5,12.27,97.59,33.821
2020-10-20 10:10:58,140.3,64.8,136.4,12.308,98.88,34.082
2020-10-20 10:11:29,140.2,64.8,136.4,12.327,98.28,34.538
2020-10-20 10:11:59,140.1,64.8,136.3,12.34,99.0,34.774
2020-10-20 10:12:29,140.1,64.8,136.3,12.378,97.2,35.311
2020-10-20 10:13:00,140.1,64.8,136.3,12.276,99.12,35.57
2020-10-20 10:13:29,140.1,64.8,136.3,12.216,99.3,35.861
2020-10-20 10:13:59,140.1,64.8,136.3,12.229,98.1,36.013
2020-10-20 10:14:29,140.1,64.8,136.2,12.314,97.41,36.216
2020-10-20 10:14:59,140.1,64.8,136.1,12.21,97.71,36.68
2020-10-20 10:15:30,140.1,64.7,136.1,12.241,99.0,36.866
2020-10-20 10:16:00,140.0,64.7,136.0,12.27,97.41,37.071
2020-10-20 10:16:30,140.1,64.7,136.0,12.178,98.67,37.172
2020-10-20 10:17:00,140.1,64.7,136.0,12.314,97.44,37.346
2020-10-20 10:17:30,140.1,64.7,135.9,12.289,97.05,37.36
2020-10-20 10:18:00,140.1,64.7,135.9,12.27,98.19,37.446
2020-10-20 10:18:30,140.0,64.7,135.9,12.146,99.33,37.384
2020-10-20 10:19:01,140.0,64.7,135.9,12.397,97.2,37.572
2020-10-20 10:19:31,140.0,64.7,135.9,12.359,98.16,37.625
2020-10-20 10:20:01,139.9,64.7,135.8,12.416,99.36,37.609
2020-10-20 10:20:31,139.9,64.7,135.8,12.302,98.58,37.571
2020-10-20 10:21:01,139.9,64.7,135.7,12.372,98.49,37.599
2020-10-20 10:21:31,139.9,64.7,135.7,12.276,97.56,24.675
2020-10-20 10:22:01,139.9,64.7,135.7,12.235,98.94,32.102
2020-10-20 10:22:32,139.9,64.7,135.8,12.241,98.43,32.545
2020-10-20 10:23:02,139.8,64.7,135.9,12.327,97.38,33.786
2020-10-20 10:23:32,139.9,64.7,135.9,12.333,97.11,34.672
2020-10-20 10:24:02,139.9,64.7,135.9,12.283,99.15,34.951
2020-10-20 10:24:32,139.8,64.7,135.9,12.384,99.27,34.56
2020-10-20 10:25:02,139.7,64.7,136.0,12.34,98.34,35.13
2020-10-20 10:25:32,139.7,64.7,136.0,12.308,97.71,34.916
2020-10-20 10:26:02,139.8,64.8,136.0,12.229,97.65,34.286
2020-10-20 10:26:33,139.8,64.8,136.0,12.229,99.06,33.773
2020-10-20 10:27:03,139.7,64.8,136.1,12.283,98.94,33.52
2020-10-20 10:27:33,139.7,64.8,136.1,12.191,98.97,33.692
2020-10-20 10:28:03,139.7,64.8,136.1,12.254,98.31,33.851
2020-10-20 10:28:33,139.6,64.8,136.1,12.248,97.38,33.747
2020-10-20 10:29:03,139.6,64.8,136.1,12.378,98.88,33.172
2020-10-20 10:29:33,139.6,64.8,136.0,12.295,97.83,33.091
2020-10-20 10:30:04,139.6,64.8,136.0,12.203,98.22,33.19
2020-10-20 10:30:34,139.5,64.8,136.0,11.753,93.75,33.487
2020-10-20 10:31:04,139.6,64.8,136.0,11.81,92.55,33.333
2020-10-20 10:31:34,139.6,64.8,136.0,11.657,93.09,33.644
2020-10-20 10:32:04,139.6,64.8,136.0,11.578,94.35,33.84
2020-10-20 10:32:34,139.6,64.8,136.0,11.578,92.91,33.683
2020-10-20 10:33:04,139.6,64.8,136.0,11.657,93.78,33.519
2020-10-20 10:33:34,139.6,64.8,136.0,11.546,92.91,33.101
2020-10-20 10:34:05,139.6,64.8,136.0,11.689,92.13,33.149
2020-10-20 10:34:35,139.6,64.8,135.9,11.559,93.75,32.883
2020-10-20 10:35:05,139.5,64.8,135.9,11.657,94.11,32.955
2020-10-20 10:35:35,139.5,64.8,135.9,11.61,92.13,32.915
2020-10-20 10:36:05,139.5,64.8,135.9,11.515,91.8,32.724
2020-10-20 10:36:35,139.4,64.8,135.9,11.534,93.12,32.826
2020-10-20 10:37:05,139.5,64.8,135.9,11.696,91.89,32.644
2020-10-20 10:37:36,139.4,64.8,135.8,11.464,92.52,32.625
2020-10-20 10:38:06,139.4,64.9,135.8,11.67,92.88,32.61
2020-10-20 10:38:36,139.4,64.9,135.7,11.67,93.3,32.572
2020-10-20 10:39:06,139.5,64.9,135.7,11.489,92.07,32.352
2020-10-20 10:39:36,139.6,64.9,135.7,11.702,91.74,32.531
2020-10-20 10:40:06,139.6,64.9,135.7,11.559,93.81,32.331
2020-10-20 10:40:36,139.6,64.9,135.7,11.616,92.01,32.297
2020-10-20 10:41:07,139.6,64.9,135.7,11.61,92.64,32.272
2020-10-20 10:41:37,139.6,64.9,135.6,11.696,93.75,32.368
2020-10-20 10:42:07,139.6,64.9,135.5,11.67,93.18,32.379
2020-10-20 10:42:37,139.6,64.9,135.4,11.451,91.92,32.151
2020-10-20 10:43:08,139.5,64.9,135.4,11.67,93.54,32.33
2020-10-20 10:43:37,139.4,64.9,135.3,11.584,94.02,32.284
2020-10-20 10:44:07,139.5,65.0,135.3,11.67,92.22,32.352
2020-10-20 10:44:38,139.5,65.0,135.4,11.553,93.03,32.444
2020-10-20 10:45:08,139.6,65.0,135.4,11.657,93.78,32.42
2020-10-20 10:45:38,139.6,65.0,135.4,11.734,91.83,32.456
2020-10-20 10:46:08,139.6,65.0,135.4,11.502,92.94,32.545
2020-10-20 10:46:38,139.6,65.0,135.4,11.727,92.67,32.495
2020-10-20 10:47:08,139.6,65.0,135.3,11.677,92.73,32.468
2020-10-20 10:47:38,139.6,65.0,135.3,11.715,92.28,32.474
2020-10-20 10:48:08,139.6,65.0,135.3,11.657,93.72,32.32
2020-10-20 10:48:39,139.6,65.0,135.3,11.604,93.15,32.367
2020-10-20 10:49:09,139.7,65.0,135.3,11.632,91.92,32.229
2020-10-20 10:49:39,139.7,65.0,135.3,11.61,91.5,32.168
2020-10-20 10:50:09,139.6,65.0,135.4,11.645,92.7,32.1
2020-10-20 10:50:39,139.6,65.0,135.4,11.597,93.27,32.009
2020-10-20 10:51:09,139.5,65.1,135.4,11.651,92.43,32.035
2020-10-20 10:51:39,139.4,65.1,135.4,11.657,93.54,32.094
2020-10-20 10:52:10,139.5,65.1,135.4,11.715,92.94,31.995
2020-10-20 10:52:40,139.5,65.1,135.4,11.721,91.47,31.928
2020-10-20 10:53:10,139.5,65.1,135.4,11.604,93.15,31.846
2020-10-20 10:53:40,139.4,65.0,135.3,11.689,94.02,31.704
2020-10-20 10:54:10,139.4,65.0,135.3,11.677,92.13,31.679
2020-10-20 10:54:40,139.4,65.0,135.3,11.553,91.56,31.666
2020-10-20 10:55:10,139.4,65.0,135.3,11.67,92.52,31.563
2020-10-20 10:55:41,139.4,65.0,135.2,11.451,93.48,31.474
2020-10-20 10:56:11,139.4,65.0,135.2,11.657,91.74,31.424
2020-10-20 10:56:41,139.3,65.0,135.2,11.477,92.67,31.279
2020-10-20 10:57:11,139.3,65.0,135.1,11.559,93.21,31.116
2020-10-20 10:57:41,139.3,65.0,135.1,11.823,94.95,31.007
2020-10-20 10:58:11,139.3,65.1,135.1,11.772,94.17,30.977
2020-10-20 10:58:41,139.3,65.1,135.1,11.829,95.76,30.92
2020-10-20 10:59:11,139.3,65.1,135.2,11.94,93.75,30.824
2020-10-20 10:59:42,139.3,65.1,135.2,11.927,93.63,30.712
2020-10-20 11:00:12,139.4,65.1,135.2,11.845,94.53,30.656
2020-10-20 11:00:42,139.4,65.1,135.2,11.823,93.93,30.678
2020-10-20 11:01:12,139.4,65.1,135.2,11.823,95.22,30.675
2020-10-20 11:01:42,139.4,65.1,135.2,11.896,93.24,30.677
2020-10-20 11:02:12,139.4,65.1,135.3,11.791,93.75,30.633
2020-10-20 11:02:42,139.4,65.1,135.3,11.61,95.49,30.539
2020-10-20 11:03:13,139.4,65.1,135.3,11.715,94.38,30.473
2020-10-20 11:03:43,139.4,65.1,135.3,11.772,93.27,30.423
2020-10-20 11:04:13,139.4,65.1,135.3,11.765,95.43,30.299
2020-10-20 11:04:13,139.4,65.1,135.3,11.765,95.43,30.299
2020-10-20 11:04:43,139.4,65.1,135.3,11.734,94.2,30.397
2020-10-20 11:05:13,139.4,65.1,135.4,11.838,93.09,30.34
2020-10-20 11:05:43,139.4,65.1,135.4,11.915,94.08,30.351
2020-10-20 11:06:13,139.4,65.1,135.4,11.838,92.91,30.265
2020-10-20 11:06:13,139.4,65.1,135.4,11.838,92.91,30.265
2020-10-20 11:06:44,139.4,65.1,135.4,11.816,95.46,30.288
2020-10-20 11:07:14,139.3,65.1,135.4,11.902,94.32,30.224
2020-10-20 11:07:44,139.3,65.1,135.4,11.721,94.59,30.23
2020-10-20 11:08:14,139.3,65.1,135.4,11.845,95.13,30.236
2020-10-20 11:08:44,139.3,65.1,135.3,11.746,93.51,30.28
2020-10-20 11:09:14,139.3,65.1,135.4,11.797,95.25,13.131
2020-10-20 11:09:44,139.3,65.1,135.4,11.883,93.87,25.926
2020-10-20 11:10:14,139.3,65.1,135.4,12.254,98.22,26.263
2020-10-20 11:10:45,139.2,65.1,135.3,12.302,97.74,26.984
2020-10-20 11:11:15,139.2,65.1,135.3,12.203,97.8,29.432
2020-10-20 11:11:45,139.2,65.1,135.3,12.159,97.77,29.752
2020-10-20 11:12:15,139.2,65.1,135.3,12.327,97.77,29.859
2020-10-20 11:12:45,139.2,65.1,135.3,12.448,97.89,29.24
2020-10-20 11:13:15,139.2,65.1,135.4,12.308,99.06,29.187
2020-10-20 11:13:45,139.2,65.1,135.4,12.289,98.88,29.519
2020-10-20 11:14:16,139.1,65.1,135.4,12.27,98.85,29.836
2020-10-20 11:14:46,139.1,65.1,135.4,12.346,98.73,29.744
2020-10-20 11:15:16,139.0,65.1,135.4,12.372,97.53,29.789
2020-10-20 11:15:46,139.0,65.1,135.4,12.384,99.18,30.705
2020-10-20 11:16:16,139.0,65.1,135.5,12.489,99.03,30.944
2020-10-20 11:16:46,139.0,65.1,135.5,12.54,98.76,30.883
2020-10-20 11:17:16,139.0,65.1,135.6,12.476,99.09,30.878
2020-10-20 11:17:47,139.0,65.1,135.6,12.46,98.16,30.729
2020-10-20 11:18:17,139.1,65.1,135.7,12.429,99.45,30.394
2020-10-20 11:18:17,139.1,65.1,135.7,12.429,99.45,30.394
2020-10-20 11:18:47,139.1,65.1,135.7,12.508,98.55,30.32
2020-10-20 11:19:17,139.1,65.1,135.8,12.422,100.32,30.072
2020-10-20 11:19:47,139.1,65.1,135.8,12.502,99.03,29.752
2020-10-20 11:20:17,139.1,65.1,135.8,12.441,99.66,29.647
2020-10-20 11:20:47,139.1,65.2,135.9,12.365,99.06,29.518
2020-10-20 11:21:17,139.1,65.2,135.9,12.514,98.37,29.639
2020-10-20 11:21:48,139.2,65.2,136.0,12.346,98.85,29.306
2020-10-20 11:22:18,139.3,65.2,136.0,12.467,100.11,29.287
2020-10-20 11:22:48,139.3,65.2,136.0,12.397,99.84,29.361
2020-10-20 11:23:18,139.3,65.2,136.0,12.502,98.22,29.162
2020-10-20 11:23:48,139.3,65.2,136.0,12.597,99.57,29.098
2020-10-20 11:24:18,139.2,65.2,136.0,12.483,98.52,29.254
2020-10-20 11:24:48,139.2,65.2,136.0,12.533,100.02,29.21
2020-10-20 11:25:19,139.3,65.2,136.0,12.372,98.58,29.288
2020-10-20 11:25:49,139.2,65.1,136.1,12.502,99.33,29.382
2020-10-20 11:26:19,139.2,65.1,136.0,12.521,99.03,29.439
2020-10-20 11:26:49,139.2,65.1,136.0,12.346,100.59,29.492
2020-10-20 11:27:19,139.2,65.1,136.0,12.54,99.54,29.556
2020-10-20 11:27:49,139.2,65.1,136.0,12.441,98.43,29.562
2020-10-20 11:28:19,139.2,65.1,135.9,12.46,100.53,29.516
2020-10-20 11:28:50,139.2,65.1,135.9,12.467,100.62,29.459
2020-10-20 11:29:20,139.2,65.1,135.9,12.41,99.21,29.354
2020-10-20 11:29:50,139.0,65.1,135.8,12.495,98.67,29.377
2020-10-20 11:30:20,139.0,65.1,135.8,12.502,98.67,29.27
2020-10-20 11:30:50,139.0,65.1,135.9,12.514,98.37,29.35
2020-10-20 11:31:20,139.0,65.1,135.9,12.533,99.78,29.269
2020-10-20 11:31:50,139.1,65.1,135.9,12.435,98.43,29.249
2020-10-20 11:32:20,139.1,65.1,135.9,12.54,98.31,29.36
2020-10-20 11:32:51,139.1,65.1,135.9,12.391,99.57,29.307
2020-10-20 11:33:21,139.0,65.1,136.0,12.508,99.3,29.213
2020-10-20 11:33:51,139.0,65.1,136.0,12.46,99.54,29.191
2020-10-20 11:34:21,139.0,65.1,136.0,12.467,100.74,29.254
2020-10-20 11:34:51,139.0,65.1,136.1,12.476,99.03,29.286
2020-10-20 11:35:22,139.1,65.1,136.1,12.514,100.14,29.161
2020-10-20 11:35:51,139.1,65.1,136.1,12.448,98.4,29.104
2020-10-20 11:36:22,139.1,65.1,136.0,12.397,99.63,29.091
2020-10-20 11:36:52,139.2,65.1,136.0,12.34,99.45,29.122
2020-10-20 11:37:22,139.2,65.2,136.0,12.489,99.21,29.17
2020-10-20 11:37:52,139.2,65.2,136.0,12.441,98.55,29.146
2020-10-20 11:38:22,139.2,65.2,136.0,12.489,100.2,29.159
2020-10-20 11:38:52,139.2,65.2,136.0,12.502,99.12,29.27
2020-10-20 11:39:22,139.2,65.2,136.0,12.365,99.21,29.365
2020-10-20 11:39:53,139.1,65.2,136.0,12.603,98.28,29.314
2020-10-20 11:40:23,139.1,65.1,136.0,12.508,99.18,29.354
2020-10-20 11:40:53,139.2,65.1,135.9,12.365,100.83,29.345
2020-10-20 11:41:23,139.2,65.1,135.9,12.448,98.52,29.471
2020-10-20 11:41:53,139.1,65.2,135.9,12.353,100.62,29.46
2020-10-20 11:42:23,139.2,65.2,136.0,12.521,99.63,29.465
2020-10-20 11:42:53,139.3,65.2,136.0,12.514,100.89,29.577
2020-10-20 11:43:23,139.3,65.2,136.0,12.365,100.74,29.557
2020-10-20 11:43:54,139.3,65.2,136.1,12.448,99.27,29.533
2020-10-20 11:44:24,139.2,65.2,136.1,12.448,99.51,29.414
2020-10-20 11:44:54,139.3,65.2,136.1,12.378,100.08,29.51
2020-10-20 11:45:24,139.3,65.3,136.3,12.435,100.29,29.46
2020-10-20 11:45:54,139.3,65.3,136.3,12.14,97.38,29.443
2020-10-20 11:46:24,139.5,65.3,136.3,12.064,95.49,29.462
2020-10-20 11:46:54,139.5,65.3,136.4,12.035,96.39,29.48
2020-10-20 11:47:25,139.5,65.3,136.4,12.134,97.26,29.452
2020-10-20 11:47:55,139.5,65.3,136.4,12.235,97.02,29.534
2020-10-20 11:48:25,139.5,65.3,136.4,12.115,96.66,29.526
2020-10-20 11:48:55,139.5,65.3,136.4,12.102,95.49,29.549
2020-10-20 11:49:26,139.5,65.3,136.4,12.121,95.79,29.545
2020-10-20 11:49:55,139.6,65.3,136.3,11.927,96.9,29.506
2020-10-20 11:50:25,139.5,65.3,136.3,12.197,97.41,29.508
2020-10-20 11:50:56,139.5,65.2,136.3,12.235,97.02,29.536
2020-10-20 11:51:26,139.4,65.2,136.2,12.159,95.58,29.523
2020-10-20 11:51:56,139.4,65.2,136.2,12.165,95.7,29.508
2020-10-20 11:52:26,139.4,65.2,136.1,12.248,95.79,29.616
2020-10-20 11:52:56,139.4,65.2,136.1,12.076,97.62,29.649
2020-10-20 11:53:26,139.4,65.2,136.1,11.965,96.66,29.777
2020-10-20 11:53:56,139.4,65.2,136.1,12.153,95.31,29.864
2020-10-20 11:54:27,139.4,65.2,136.0,12.051,96.84,30.019
2020-10-20 11:54:57,139.4,65.2,136.0,12.089,96.96,30.046
2020-10-20 11:55:27,139.4,65.2,136.0,12.165,97.8,30.18
2020-10-20 11:55:57,139.4,65.2,136.0,12.14,97.56,30.225
2020-10-20 11:56:27,139.4,65.2,136.0,12.184,96.87,30.28
2020-10-20 11:56:57,139.4,65.2,136.0,12.083,96.84,6.494
2020-10-20 11:57:27,139.4,65.3,136.0,12.241,95.34,25.818
2020-10-20 11:57:57,139.4,65.3,136.0,12.127,97.92,32.981
2020-10-20 11:58:28,139.4,65.4,136.0,12.121,97.8,33.939
2020-10-20 11:58:58,139.3,65.4,136.0,12.134,96.54,35.897
2020-10-20 11:59:28,139.3,65.4,136.1,12.108,97.8,35.895
2020-10-20 11:59:58,139.3,65.4,136.1,12.191,97.05,35.889
2020-10-20 12:00:28,139.3,65.4,136.0,12.029,96.63,36.846
2020-10-20 12:00:58,139.3,65.4,136.0,12.146,96.48,37.091
2020-10-20 12:01:28,139.3,65.4,136.0,12.121,97.71,36.742
2020-10-20 12:01:59,139.4,65.4,136.0,12.064,95.76,36.804
2020-10-20 12:02:29,139.4,65.4,136.0,11.984,97.74,37.389
2020-10-20 12:02:59,139.4,65.5,136.1,12.121,95.76,37.06
2020-10-20 12:03:29,139.4,65.4,136.1,12.108,96.57,36.554
2020-10-20 12:03:59,139.4,65.4,136.1,12.153,96.39,37.104
2020-10-20 12:04:29,139.5,65.4,136.1,11.991,97.74,36.893
2020-10-20 12:04:59,139.4,65.4,136.1,12.178,96.24,36.364
2020-10-20 12:05:29,139.5,65.4,136.1,12.102,96.0,36.16
2020-10-20 12:06:00,139.5,65.4,136.1,12.134,97.05,35.922
2020-10-20 12:06:30,139.5,65.4,136.1,12.134,96.69,35.525
2020-10-20 12:07:00,139.5,65.4,136.1,12.134,96.6,35.442
2020-10-20 12:07:30,139.5,65.4,136.1,11.81,93.84,35.224
2020-10-20 12:08:00,139.4,65.4,136.2,11.765,92.79,35.321
2020-10-20 12:08:30,139.5,65.5,136.3,11.845,93.9,35.084
2020-10-20 12:09:00,139.5,65.5,136.3,11.664,92.94,34.97
2020-10-20 12:09:32,139.6,65.5,136.3,11.746,93.36,35.225
2020-10-20 12:10:01,139.6,65.5,136.3,11.721,93.6,35.095
2020-10-20 12:10:31,139.6,65.5,136.3,11.816,92.94,35.38
2020-10-20 12:11:01,139.7,65.5,136.4,11.797,94.74,35.218
2020-10-20 12:11:31,139.7,65.5,136.4,11.721,92.82,35.171
2020-10-20 12:12:01,139.7,65.5,136.4,11.791,92.82,34.977
2020-10-20 12:12:31,139.7,65.5,136.4,11.759,93.36,34.908
2020-10-20 12:13:02,139.7,65.5,136.4,11.727,92.7,34.89
2020-10-20 12:13:32,139.7,65.5,136.4,11.797,92.91,34.889
2020-10-20 12:14:02,139.7,65.5,136.3,11.823,93.12,35.05
2020-10-20 12:14:32,139.7,65.5,136.3,11.753,92.97,35.073
2020-10-20 12:15:02,139.8,65.4,136.2,11.803,92.79,34.927
2020-10-20 12:15:32,139.9,65.4,136.2,11.883,93.51,34.937
2020-10-20 12:16:02,139.9,65.4,136.1,11.772,93.18,34.961
2020-10-20 12:16:33,139.9,65.5,136.1,11.791,93.18,34.997
2020-10-20 12:17:03,139.9,65.5,136.1,11.657,93.57,34.855
2020-10-20 12:17:33,139.9,65.5,136.1,11.765,93.36,34.56
2020-10-20 12:18:03,139.9,65.4,136.1,11.746,93.21,34.495
2020-10-20 12:18:33,139.9,65.4,136.1,11.696,93.39,34.655
2020-10-20 12:19:03,139.7,65.4,136.0,11.772,92.52,34.545
2020-10-20 12:19:33,139.7,65.4,136.0,11.797,93.15,34.53
2020-10-20 12:20:03,139.7,65.4,135.9,11.67,93.84,34.502
2020-10-20 12:20:34,139.7,65.4,135.9,11.829,92.7,34.402
2020-10-20 12:21:04,139.6,65.4,135.7,11.857,93.12,34.329
2020-10-20 12:21:34,139.6,65.4,135.7,11.797,92.46,34.237
2020-10-20 12:22:04,139.5,65.4,135.7,11.765,93.84,34.358
2020-10-20 12:22:34,139.5,65.4,135.7,11.616,93.6,34.279
2020-10-20 12:23:04,139.5,65.4,135.7,11.534,92.79,34.377
2020-10-20 12:23:34,139.5,65.4,135.8,11.876,93.36,34.481
2020-10-20 12:24:05,139.5,65.4,135.7,11.902,92.46,34.441
2020-10-20 12:24:35,139.5,65.4,135.7,11.997,93.75,34.375
2020-10-20 12:25:05,139.5,65.4,135.7,12.076,93.78,34.437
2020-10-20 12:25:35,139.5,65.4,135.8,11.984,94.59,34.381
2020-10-20 12:26:05,139.6,65.4,135.9,11.978,94.26,34.382
2020-10-20 12:26:35,139.7,65.5,135.9,11.94,93.96,34.328
2020-10-20 12:27:05,139.7,65.5,136.0,11.984,94.95,34.371
2020-10-20 12:27:36,139.8,65.5,136.0,11.991,93.81,34.298
2020-10-20 12:28:06,139.9,65.5,136.0,11.829,94.65,34.239
2020-10-20 12:28:36,139.9,65.5,136.0,11.959,93.63,34.153
2020-10-20 12:29:06,139.9,65.5,136.0,12.022,94.86,34.03
2020-10-20 12:29:36,140.0,65.5,136.0,12.003,93.03,33.996
2020-10-20 12:30:06,140.1,65.5,136.0,11.94,93.81,33.787
2020-10-20 12:30:36,140.1,65.5,136.1,11.991,94.62,33.712
2020-10-20 12:31:06,140.1,65.5,136.1,11.934,94.77,33.734
2020-10-20 12:31:37,140.2,65.5,136.1,11.889,94.47,33.716
2020-10-20 12:32:07,140.1,65.5,136.2,11.94,94.92,33.682
2020-10-20 12:32:37,140.2,65.5,136.3,11.934,94.89,33.563
2020-10-20 12:33:07,140.3,65.5,136.3,11.915,94.71,33.581
2020-10-20 12:33:37,140.3,65.6,136.4,12.064,93.57,33.555
2020-10-20 12:34:07,140.3,65.6,136.4,11.816,94.95,33.572
2020-10-20 12:34:37,140.3,65.5,136.4,11.927,94.68,33.508
2020-10-20 12:35:08,140.3,65.5,136.4,11.896,94.8,33.373
2020-10-20 12:35:38,140.3,65.5,136.5,11.991,94.92,33.373
2020-10-20 12:36:08,140.3,65.5,136.5,11.997,94.95,33.34
2020-10-20 12:36:38,140.3,65.5,136.5,12.022,94.92,33.353
2020-10-20 12:37:08,140.3,65.6,136.5,11.845,94.95,33.371
2020-10-20 12:37:38,140.2,65.5,136.5,12.01,94.17,33.246
2020-10-20 12:38:08,140.2,65.5,136.5,11.965,94.62,33.222
2020-10-20 12:38:38,140.2,65.5,136.5,12.016,94.71,33.258
2020-10-20 12:39:09,140.2,65.5,136.5,11.864,93.75,33.259
2020-10-20 12:39:39,140.2,65.5,136.5,11.838,94.74,33.298
2020-10-20 12:40:09,140.1,65.5,136.5,11.934,94.38,33.243
2020-10-20 12:40:39,140.1,65.5,136.5,11.94,94.59,33.146
2020-10-20 12:41:09,140.1,65.5,136.5,12.003,93.66,33.136
2020-10-20 12:41:39,140.1,65.5,136.5,12.016,93.78,33.059
2020-10-20 12:42:09,140.2,65.5,136.5,11.991,94.65,33.023
2020-10-20 12:42:40,140.2,65.5,136.5,11.965,94.05,33.009
2020-10-20 12:43:10,140.1,65.5,136.5,11.953,94.5,33.09
2020-10-20 12:43:40,140.2,65.5,136.5,12.064,92.88,33.09
2020-10-20 12:44:10,140.3,65.5,136.5,11.927,93.84,33.111
2020-10-20 12:44:43,140.3,65.5,136.5,12.057,94.14,9.091
2020-10-20 12:45:11,140.3,65.5,136.4,11.965,94.02,24.0
2020-10-20 12:45:40,140.3,65.5,136.4,12.108,92.85,28.306
2020-10-20 12:46:11,140.3,65.5,136.4,11.946,92.82,29.061
2020-10-20 12:46:41,140.4,65.5,136.5,11.845,92.7,30.15
2020-10-20 12:47:11,140.4,65.6,136.5,11.997,93.66,29.963
2020-10-20 12:47:41,140.3,65.6,136.5,11.896,92.94,30.198
2020-10-20 12:48:11,140.4,65.6,136.6,11.915,93.39,31.1
2020-10-20 12:48:42,140.3,65.6,136.7,11.997,93.3,31.487
2020-10-20 12:49:11,140.4,65.6,136.8,11.972,93.75,31.2
2020-10-20 12:49:41,140.4,65.6,136.8,12.051,92.82,31.405
2020-10-20 12:49:41,140.4,65.6,136.8,12.051,92.82,31.405
2020-10-20 12:50:12,140.4,65.6,136.8,11.927,93.93,31.796
2020-10-20 12:50:42,140.4,65.6,136.8,12.276,97.47,31.839
2020-10-20 12:51:12,140.4,65.7,136.8,12.191,96.93,32.327
2020-10-20 12:51:42,140.4,65.7,136.9,12.229,95.01,32.362
2020-10-20 12:52:12,140.4,65.7,136.9,12.197,95.7,32.228
2020-10-20 12:52:42,140.4,65.8,137.0,12.254,96.75,32.111
2020-10-20 12:53:12,140.4,65.8,137.0,12.276,97.35,32.356
2020-10-20 12:53:42,140.4,65.8,137.0,12.264,95.73,32.424
